tree_id	accession	is_exact_gps_coordinate	lat	lng	tg_pid	title	year	authors	species	num_sequences	num_genotypes	num_phenotypes	icon_name
TGDR021-112055	TGDR021	true	14.889	98.81555556	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112232	TGDR021	true	13.99358333	102.58125	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2175	TGDR001	true	47.117	-122.117	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR001-2316	TGDR001	true	48.817	-122.217	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-12947	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR005-12864	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR005-12937	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112208	TGDR021	true	14.02663889	102.5757222	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112331	TGDR021	true	17.59719444	100.5683889	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112372	TGDR021	true	18.63208333	99.89583333	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2285	TGDR001	true	48.533	-121.750	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR001-2370	TGDR001	true	45.550	-122.400	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112344	TGDR021	true	18.60494444	99.89872222	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-12905	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR001-2299	TGDR001	true	48.717	-122.200	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR001-2312	TGDR001	true	48.717	-122.200	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112498	TGDR021	true	16.49586111	99.15238889	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112357	TGDR021	true	18.59894444	99.89369444	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2402	TGDR001	true	47.167	-122.383	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112335	TGDR021	true	17.61027778	100.5505	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2178	TGDR001	true	47.683	-121.917	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112548	TGDR021	true	17.23241667	100.4087222	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112158	TGDR021	true	18.07066667	97.69088889	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2116	TGDR001	true	44.333	-123.233	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR001-2140	TGDR001	true	47.733	-121.983	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR001-2367	TGDR001	true	46.000	-122.867	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112425	TGDR021	true	17.91713889	99.24797222	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2084	TGDR001	true	47.500	-121.783	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112326	TGDR021	true	17.5995	100.5688611	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-1979	TGDR001	true	46.167	-123.000	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-12994	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112340	TGDR021	true	17.61844444	100.555	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2357	TGDR001	true	47.733	-121.933	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-12914	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR001-2239	TGDR001	true	48.517	-122.050	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112123	TGDR021	true	17.84430556	97.97763889	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-13086	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112165	TGDR021	true	18.013	97.8445	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112174	TGDR021	true	15.65427778	101.0231667	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2101	TGDR001	true	46.533	-121.900	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112524	TGDR021	true	17.59308333	98.80805556	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-13133	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112146	TGDR021	true	17.86586111	97.97288889	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2076	TGDR001	true	45.583	-122.383	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR001-2100	TGDR001	true	45.533	-122.350	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-12857	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR001-2122	TGDR001	true	46.183	-123.150	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-13115	TGDR005	true	-22.63111	-47.69056	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112444	TGDR021	true	17.91525	99.25586111	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112374	TGDR021	true	18.62677778	99.89683333	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-13011	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR005-13059	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112420	TGDR021	true	19.60697222	98.95780556	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112065	TGDR021	true	14.89022222	98.82072222	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112415	TGDR021	true	19.481	99.01352778	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-12953	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR001-2129	TGDR001	true	46.133	-123.333	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR001-2263	TGDR001	true	48.717	-122.200	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR003-5111	TGDR003	true	36.02977778	138.8398056	21377	Extensive selfing in an endangered population of Pinus parviflora var. parviflora (Pinaceae) in the Boso Hills, Japan	2012	Iwasaki, Takaya,Sase, Tadashi ,Takeda, Shohei ,Ohsawa, Takeshi A,Ozaki, Kemrio ,TANI, NAOKI,Ikeda, Hiroyuki ,Suzuki, Masanori ,Endo, Ryota ,Tohei, Kazuo ,Watano, Yasuyuki Y	Pinus parviflora	0	4	0	small_green
TGDR021-112207	TGDR021	true	14.02558333	102.5763333	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112428	TGDR021	true	17.91761111	99.24430556	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112461	TGDR021	true	17.92036111	99.24516667	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-12903	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR001-2103	TGDR001	true	45.633	-122.717	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-13015	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112379	TGDR021	true	18.61130556	99.8985	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR021-112150	TGDR021	true	17.86033333	97.97191667	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-12848	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR003-5036	TGDR003	true	35.18969444	140.0269167	21377	Extensive selfing in an endangered population of Pinus parviflora var. parviflora (Pinaceae) in the Boso Hills, Japan	2012	Iwasaki, Takaya,Sase, Tadashi ,Takeda, Shohei ,Ohsawa, Takeshi A,Ozaki, Kemrio ,TANI, NAOKI,Ikeda, Hiroyuki ,Suzuki, Masanori ,Endo, Ryota ,Tohei, Kazuo ,Watano, Yasuyuki Y	Pinus parviflora	0	4	0	small_green
TGDR005-13084	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR001-2104	TGDR001	true	44.333	-123.233	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112418	TGDR021	true	19.63338889	99.05230556	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2036	TGDR001	true	47.050	-122.900	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112325	TGDR021	true	17.601	100.5673889	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2171	TGDR001	true	45.850	-122.750	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-12865	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112332	TGDR021	true	17.59761111	100.5668889	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-12906	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR001-2250	TGDR001	true	48.500	-122.217	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR001-2314	TGDR001	true	47.100	-122.200	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-13028	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR003-5068	TGDR003	true	35.17538889	140.0057222	21377	Extensive selfing in an endangered population of Pinus parviflora var. parviflora (Pinaceae) in the Boso Hills, Japan	2012	Iwasaki, Takaya,Sase, Tadashi ,Takeda, Shohei ,Ohsawa, Takeshi A,Ozaki, Kemrio ,TANI, NAOKI,Ikeda, Hiroyuki ,Suzuki, Masanori ,Endo, Ryota ,Tohei, Kazuo ,Watano, Yasuyuki Y	Pinus parviflora	0	4	0	small_green
TGDR001-2210	TGDR001	true	47.450	-123.033	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR021-112544	TGDR021	true	17.22386111	100.4118889	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR005-13009	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR005-13117	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR005-12970	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR021-112577	TGDR021	true	17.70583333	99.34972222	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
TGDR001-2064	TGDR001	true	45.583	-122.383	20176	Association genetics of traits controlling lignin and cellulose biosynthesis in black cottonwood (Populus trichocarpa, Salicaceae) secondary xylem.	2010	Neale, David Brian,Tsai, Chung-jui,Davis, Mark F.,Sykes, Robert,Stanton, Brian J,Lee, Jennifer M JM,Choi, Minyoung,Eckert, Andrew J.,Wegrzyn, Jill L.	Populus trichocarpa	0	874	3	small_green
TGDR005-13002	TGDR005	true	-22.30694	-47.37750	23829	Jatropha curcas L. (Euphorbiaceae) exhibits a mixed mating system, high correlated mating and apomixis	2013	Bressan, Eduardo Andrade	Jatropha curcas	0	10	0	small_green
TGDR003-5039	TGDR003	true	35.16858333	140.0577778	21377	Extensive selfing in an endangered population of Pinus parviflora var. parviflora (Pinaceae) in the Boso Hills, Japan	2012	Iwasaki, Takaya,Sase, Tadashi ,Takeda, Shohei ,Ohsawa, Takeshi A,Ozaki, Kemrio ,TANI, NAOKI,Ikeda, Hiroyuki ,Suzuki, Masanori ,Endo, Ryota ,Tohei, Kazuo ,Watano, Yasuyuki Y	Pinus parviflora	0	4	0	small_green
TGDR021-112215	TGDR021	true	14.03227778	102.5690833	25842	Population genetic analysis of Xylia xylocarpa (Fabaceae - Mimosoideae) in Thailand	2014	Wattanakulpakin, Tanat,Volkaert H A	Xylia xylocarpa	0	16	1	small_green
